eventId;parentEventId;eventDate;year;month;samplingProtocol;locality;decimalLatitude;decimalLongitude;providedScientificName;scientificName;measurementRemarks;bodyLength;ashFreeDryWeight;dryWeight;eunisHabitatsTypeName
3;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
3;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
3;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;2.947;0.025;;Surface running waters
4;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;1.842;0.01;;Surface running waters
4;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;3.421;0.033;;Surface running waters
5;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;2.632;0.02;;Surface running waters
5;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Chironominae;Chironominae;30;3.263;0.03;;Surface running waters
1;17;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.73229;9.25184;Chironominae;Chironominae;30;5.526;0.086;;Surface running waters
1;17;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.73229;9.25184;Chironominae;Chironominae;30;6.316;0.112;;Surface running waters
5;17;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.73229;9.25184;Chironominae;Chironominae;30;5.526;0.086;;Surface running waters
1;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;1.842;0.01;;Surface running waters
1;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
1;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.895;0.024;;Surface running waters
3;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.474;0.017;;Surface running waters
3;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.632;0.02;;Surface running waters
3;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;3.421;0.033;;Surface running waters
5;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
5;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.842;0.023;;Surface running waters
5;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;4.053;0.046;;Surface running waters
5;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;4.105;0.048;;Surface running waters
7;9;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.74379;9.27411;Chironominae;Chironominae;30;2.789;0.022;;Surface running waters
2;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.526;0.079;0.088;Surface running waters
5;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5;0.05;0.056;Surface running waters
7;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
7;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.046;0.051;Surface running waters
7;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;6.842;0.183;0.204;Surface running waters
8;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
8;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.842;0.042;;Surface running waters
8;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.895;0.067;;Surface running waters
8;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;7.526;0.233;0.26;Surface running waters
10;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.211;0.014;0.008;Surface running waters
10;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.263;0.04;0.016;Surface running waters
10;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.421;0.115;0.021;Surface running waters
10;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.019;0.045;Surface running waters
10;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.368;0.049;0.125;Surface running waters
10;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.526;0.112;0.128;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.632;0.01;0.011;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.211;0.048;0.053;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.474;0.053;0.059;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.048;0.053;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.04;0.044;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.947;0.066;0.073;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.062;0.069;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.043;0.048;Surface running waters
11;3;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;6.316;0.158;0.176;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.684;0.008;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.842;0.01;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2;0.011;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.526;0.018;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.895;0.024;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.895;0.024;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.316;0.031;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.421;0.033;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.158;0.049;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.316;0.052;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.316;0.052;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.474;0.056;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.474;0.056;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.579;0.059;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.632;0.06;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.368;0.081;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.526;0.086;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;6.579;0.122;;Surface running waters
1;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;7.105;0.142;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.842;0.01;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.737;0.039;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.895;0.043;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.211;0.05;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.211;0.05;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.211;0.05;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.474;0.056;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.063;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5;0.07;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.053;0.072;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.105;0.073;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.105;0.073;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.105;0.073;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.316;0.079;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.368;0.081;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.789;0.094;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.789;0.094;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.789;0.094;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;11;0.338;;Surface running waters
2;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;16;0.714;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.684;0.008;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.842;0.01;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.526;0.018;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.632;0.02;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.895;0.024;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.368;0.032;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.053;0.046;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.063;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.063;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5;0.07;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.526;0.086;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.789;0.094;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;6.316;0.112;;Surface running waters
3;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;6.842;0.131;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.316;0.005;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.579;0.007;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;1.842;0.01;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.211;0.014;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.684;0.02;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.737;0.021;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.895;0.024;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;2.947;0.025;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.053;0.026;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.263;0.03;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.474;0.034;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.737;0.039;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;3.947;0.044;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.211;0.05;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.211;0.05;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.263;0.051;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.263;0.051;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.579;0.059;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.579;0.059;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.063;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;4.737;0.063;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5;0.07;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.263;0.078;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.316;0.079;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.421;0.083;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;5.789;0.094;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;6.053;0.103;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;7.105;0.142;;Surface running waters
4;3;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.60871;9.28344;Chironominae;Chironominae;30;7.263;0.148;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;2.368;0.016;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;2.632;0.02;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;3.158;0.028;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;3.421;0.033;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
4;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;6.579;0.122;;Surface running waters
5;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;1.579;0.007;;Surface running waters
5;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;2.105;0.013;;Surface running waters
5;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;3.421;0.033;;Surface running waters
5;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;3.684;0.038;;Surface running waters
5;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;5.105;0.073;;Surface running waters
6;5;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.73287;9.28818;Chironominae;Chironominae;30;4.474;0.056;;Surface running waters
