eventId;parentEventId;eventDate;year;month;samplingProtocol;locality;decimalLatitude;decimalLongitude;providedScientificName;scientificName;measurementRemarks;bodyLength;ashFreeDryWeight;dryWeight;eunisHabitatsTypeName
2;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;5.263;0.271;;Surface running waters
2;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;5.263;0.271;;Surface running waters
8;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;3.789;0.123;;Surface running waters
8;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;4.316;0.168;;Surface running waters
12;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;4.211;0.159;;Surface running waters
12;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;6.316;0.42;;Surface running waters
12;8;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.93242;9.46993;Dytiscidae;Dytiscidae;30;6.579;0.464;;Surface running waters
1;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae;Dytiscidae;30;2.526;0.057;0.063;Surface running waters
12;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae;Dytiscidae;30;2.368;0.027;0.03;Surface running waters
2;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae adulto;Dytiscidae;30;2.947;0.574;0.576;Surface running waters
2;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae adulto;Dytiscidae;30;3.421;0.81;0.813;Surface running waters
2;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae adulto;Dytiscidae;30;3.421;0.945;0.949;Surface running waters
4;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae adulto;Dytiscidae;30;3.211;0.619;0.622;Surface running waters
4;12;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae adulto;Dytiscidae;30;3.263;0.674;0.677;Surface running waters
5;12;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae;Dytiscidae;30;3.421;0.615;;Surface running waters
5;12;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae;Dytiscidae;30;3.684;0.615;;Surface running waters
5;12;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae;Dytiscidae;30;6.053;0.615;;Surface running waters
7;12;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.80885;9.49035;Dytiscidae;Dytiscidae;30;3.684;0.615;;Surface running waters
1;15;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;5.789;0.277;0.409;Surface running waters
2;15;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;5.263;0.255;0.282;Surface running waters
5;15;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;10;0.484;0.535;Surface running waters
9;15;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;5.526;0.337;0.373;Surface running waters
4;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;4;0.14;;Surface running waters
4;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;5;0.24;;Surface running waters
4;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;5.263;0.271;;Surface running waters
5;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;2;0.026;;Surface running waters
5;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;2.895;0.064;;Surface running waters
5;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;4.737;0.211;;Surface running waters
6;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;3.421;0.096;;Surface running waters
6;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;5;0.24;;Surface running waters
10;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;1.737;0.019;;Surface running waters
10;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;3.158;0.079;;Surface running waters
10;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;3.316;0.089;;Surface running waters
11;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;1.579;0.015;;Surface running waters
11;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;2.105;0.03;;Surface running waters
12;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae;Dytiscidae;30;2.632;0.051;;Surface running waters
11;15;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.47101;9.53935;Dytiscidae adulto;Dytiscidae;30;7;88.889;;Surface running waters
1;1;06/01/1997;1997;1;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.421;0.253;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.526;0.002;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.789;0.006;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.105;0.014;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.211;0.018;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.263;0.02;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.01;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.368;0.025;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.368;0.025;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.421;0.027;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.421;0.027;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.579;0.036;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.684;0.019;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.684;0.042;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.737;0.045;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.737;0.045;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.842;0.053;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.842;0.053;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.842;0.053;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.947;0.061;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2;0.065;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.105;0.074;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.105;0.074;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.105;0.074;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.211;0.084;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.263;0.089;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.316;0.094;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.368;0.1;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.368;0.1;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.368;0.1;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.474;0.111;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.632;0.061;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.632;0.13;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.684;0.137;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.842;0.158;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;2.895;0.079;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.158;0.169;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.211;0.216;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.263;0.225;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.316;0.234;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.316;0.234;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.421;0.253;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.684;0.149;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.947;0.251;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;3.947;0.364;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;4.75;0.583;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;4.75;0.583;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5;0.336;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5;0.664;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5;0.664;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5;0.664;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5;0.664;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5;0.664;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.05;0.68;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.25;0.751;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.5;0.845;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.5;0.845;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.75;0.946;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.75;0.946;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;5.75;0.946;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6;0.546;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6;1.054;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6;1.054;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6;1.054;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.25;0.608;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.25;1.168;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.25;1.168;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.25;1.168;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.25;1.168;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.5;1.291;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;6.75;0.746;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7;0.822;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7;1.558;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7.25;1.702;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7.25;1.702;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7.25;1.702;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7.25;1.702;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;7.75;2.016;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;8;2.185;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;8;2.185;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;9.75;3.609;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;10;3.848;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;10;3.848;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;10.25;4.097;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;10.25;4.097;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;11;4.9;;Surface running waters
1;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;12.5;6.777;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.579;0.003;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.632;0.003;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.789;0.006;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.789;0.006;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;0.895;0.008;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.053;0.013;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.053;0.013;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.053;0.013;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.053;0.013;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.053;0.013;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.053;0.013;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.105;0.014;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.158;0.016;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.158;0.016;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.158;0.016;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.211;0.018;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.263;0.02;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.263;0.02;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.263;0.02;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.263;0.02;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.263;0.02;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
2;1;07/07/1997;1997;7;leaf packs technique (phragmites australis);flumendosa;39.65886;9.1743;Echinogammarus sp.;Echinogammarus;30;1.316;0.022;;Surface running waters
