catalogNumber;eventId;parentEventId;eventDate;locality;decimalLatitude;decimalLongitude;phylum;class;family;order;providedScientificName;scientificName;ashFreeDryWeight;ashWeight;dryWeight;bodyLength
5476;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.459843534;24.03;0.605296214;7.8
5465;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.475652119;24.03;0.626105198;7.9
5455;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.504951932;24.03;0.664672807;8.08
5452;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.513285173;24.03;0.675641928;8.13
5447;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.520013067;24.03;0.684497917;8.17
5438;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.540525529;24.03;0.711498656;8.29
5430;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.556235662;24.03;0.732178046;8.38
5426;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.559764953;24.03;0.736823685;8.4
5424;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.561534818;24.03;0.739153374;8.41
5425;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.561534818;24.03;0.739153374;8.41
5409;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.575819342;24.03;0.757956222;8.49
5404;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.581233786;24.03;0.765083304;8.52
5393;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.595827049;24.03;0.784292548;8.6
5387;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.603208409;24.03;0.7940087;8.64
5378;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.616262363;24.03;0.811191738;8.71
5375;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.629490925;24.03;0.828604613;8.78
5374;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.631395026;24.03;0.831111;8.79
5370;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.633302713;24.03;0.833622105;8.8
5365;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.637128851;24.03;0.838658484;8.82
5362;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.640969359;24.03;0.843713781;8.84
5349;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.65647553;24.03;0.864124694;8.92
5347;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.65843006;24.03;0.86669746;8.93
5328;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.680169527;24.03;0.895313318;9.04
5324;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.684169518;24.03;0.900578542;9.06
5317;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.692213397;24.03;0.911166773;9.1
5318;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.692213397;24.03;0.911166773;9.1
5310;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.700315946;24.03;0.921832232;9.14
5298;a;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.708477334;24.03;0.93257514;9.18
5293;a;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.714637088;24.03;0.94068328;9.21
5268;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.737507964;24.03;0.970788422;9.32
5251;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.762972117;24.03;1.004307117;9.44
5242;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.775906725;24.03;1.02133306;9.5
5240;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.778075678;24.03;1.024188072;9.51
5211;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.817764686;24.03;1.076431072;9.69
5206;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.824499459;24.03;1.085296116;9.72
5199;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.831268687;24.03;1.094206511;9.75
5200;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.831268687;24.03;1.094206511;9.75
5408;a;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.577372;24.03;0.76;10.19
5055;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.991571174;24.03;1.30521413;10.42
5051;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.996628971;24.03;1.311871753;10.44
5033;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.027313389;24.03;1.352261932;10.56
5032;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.03248392;24.03;1.359067947;10.58
4974;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.101180897;24.03;1.449494402;10.84
4960;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.128340391;24.03;1.48524469;10.94
4903;b;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.212310113;24.03;1.595774796;11.24
4894;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.220914357;24.03;1.607100641;11.27
4823;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.360710813;24.03;1.791115984;11.74
4747;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.510073706;24.03;1.987723715;12.21
4723;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.546439255;24.03;2.035592017;12.32
4699;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.600300842;24.03;2.106490512;12.48
4647;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.765228176;24.03;2.323585858;12.95
4582;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;1.963458224;24.03;2.584517868;13.48
6429;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;0.571642066;60.04;1.4305357;3.52
6388;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;1.491046516;60.04;3.731347638;5.11
6380;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;2.158093488;60.04;5.400634354;5.9
6377;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;2.47212282;60.04;6.186493544;6.22
6370;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;2.857068257;60.04;7.149820464;6.58
6365;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;3.811169124;60.04;9.53746027;7.36
6364;e;4;23/07/07;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Sphaeromatidae;Isopoda;Lekanesphaera monodi;Lekanesphaera monodi;4.055539483;60.04;10.1489977;7.54
6554;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.0117555;30.85;0.017;1.62
6552;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.0200535;30.85;0.029;1.76
6557;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.0076065;30.85;0.011;1.87
6558;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.006915;30.85;0.01;1.98
6551;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.0242025;30.85;0.035;2.01
6548;b;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.0325005;30.85;0.047;2.8
6536;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.066384;30.85;0.096;3.63
6504;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;0.1293105;30.85;0.187;4.82
6559;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;;;;
6560;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;;;;
6561;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Leptocheliidae;Tanaidacea;Leptochelia savignyi;Leptochelia savignyi;;;;
6594;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.026929431;24.95;0.035881987;2.87
6592;b;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.029962808;24.95;0.039923795;2.99
6591;b;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.046181694;24.95;0.061534569;3.53
6590;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.051471257;24.95;0.068582622;3.68
6589;b;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.068213559;24.95;0.090890818;4.1
6586;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.163927246;24.95;0.218424045;5.74
6585;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.173007982;24.95;0.230523627;5.86
6584;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.196213692;24.95;0.26144396;6.15
6582;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.208929679;24.95;0.278387313;6.3
6580;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.215032976;24.95;0.286519622;6.37
6579;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.223039831;24.95;0.297188316;6.46
6578;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.245281195;24.95;0.326823711;6.7
6577;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.255913547;24.95;0.340990736;6.81
6576;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.265821698;24.95;0.354192803;6.91
6575;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.274938149;24.95;0.366339973;7
6574;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.288442486;24.95;0.384333758;7.13
6573;b;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.291615689;24.95;0.388561878;7.16
6572;b;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.293743056;24.95;0.391396478;7.18
6571;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.409978185;24.95;0.546273398;8.16
6570;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.421865715;24.95;0.562112878;8.25
6569;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.428560585;24.95;0.571033424;8.3
6568;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.444894238;24.95;0.592797119;8.42
6567;c;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.447653186;24.95;0.596473266;8.44
6566;d;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.477260075;24.95;0.635922819;8.65
6564;e;1;23/07/07;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Melitidae;Amphipoda;Melita palmata;Melita palmata;0.578052936;24.95;0.770223765;9.31
7682;d;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.011721265;19.85;0.014624162;1.85
7675;c;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.012398838;19.85;0.015469542;1.9
7661;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.015931052;19.85;0.019876547;2.14
7655;b;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.016725588;19.85;0.020867858;2.19
7651;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.017212071;19.85;0.021474824;2.22
7640;b;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.019058673;19.85;0.023778756;2.33
7639;b;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.019231453;19.85;0.023994327;2.34
7636;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.019754712;19.85;0.024647177;2.37
7635;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.020285358;19.85;0.025309242;2.4
7634;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.020643229;19.85;0.025755745;2.42
7630;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.021552309;19.85;0.026889968;2.47
7629;b;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.023049719;19.85;0.028758227;2.55
7626;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.023240614;19.85;0.028996399;2.56
7623;b;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.023818264;19.85;0.029717111;2.59
7622;c;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.024012471;19.85;0.029959415;2.6
7612;a;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.025395145;19.85;0.031684523;2.67
7593;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.030006376;19.85;0.037437774;2.89
7590;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.030445647;19.85;0.037985836;2.91
7587;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.031110848;19.85;0.03881578;2.94
7586;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.031334261;19.85;0.039094524;2.95
7583;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.031558514;19.85;0.039374315;2.96
7579;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.032463933;19.85;0.040503972;3
7573;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.032921692;19.85;0.041075099;3.02
7569;c;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.033847319;19.85;0.042229968;3.06
7565;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.034550395;19.85;0.043107168;3.09
7560;b;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.035023334;19.85;0.043697235;3.11
7561;d;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.035023334;19.85;0.043697235;3.11
7546;e;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.036948909;19.85;0.0460997;3.19
7541;c;3;23/07/07;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.03743877;19.85;0.04671088;3.21
7539;a;2;23/07/07;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Aoridae;Amphipoda;Microdeutopus gryllotalpa;Microdeutopus gryllotalpa;0.037684972;19.85;0.047018056;3.22
