catalogNumber;occurrenceID;year;month;eventRemarks;verbatimLocality;country;decimalLatitude;decimalLongitude;depth;class;order;family;genus;scientificName;scientificNameAuthorship;acceptedNameUsage;acceptedNameUsageID;taxonRank;occurrenceRemarks;organismQuantity;organismQuantityType;nativeSeaArea;degreeOfEstablishment;distributionStatus;associatedReferences;references
2948;UPEMOL199712Turkey5705;1997;12;NA;NA;Turkey;36.537065;35.460653;25;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;21;individuals;Indo-Pacific Ocean;Established;Common;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Upeneus-moluccensis.html
3332;UPEMOL2018naTunisia5729;2018;NA;NA;NA;Tunisia;33.186318;11.489266;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Upeneus-moluccensis.html
3344;UPEMOL1999naTurkey5707;1999;NA;NA;NA;Turkey;36.645;34.654;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Kaya M., Benli HA., Katagan T. &Ozaydin O., 1999. Age, growth, sex-ratio, spawning season and food of golden banded goatfish, Upeneus moluccensis Bleeker (1855) from the Mediterranean and south Aegean Sea coasts of Turkey. Fisheries Research (Amsterdam), 41(3), 317-328. https://doi.org/10.1016/S0165-7836(99)00027-2;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4380;UPEMOL2007naTurkey5711;2007;NA;NA;Datca peninsula;Turkey;36.701;27.726;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Oz I.M., Erdogan O. & Yuksek A., 2007. Notes on the erythrean alien fishes of Datca-Bozburun peninsula - a specially protected area in the south eastern Aegean Sea (Turkey). Rapports Commission Internationale Mer Méditerranée, 38, 563.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4381;UPEMOL2007naTurkey5712;2007;NA;NA;Datca peninsula;Turkey;36.725;27.994;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Oz I.M., Erdogan O. & Yuksek A., 2007. Notes on the erythrean alien fishes of Datca-Bozburun peninsula - a specially protected area in the south eastern Aegean Sea (Turkey). Rapports Commission Internationale Mer Méditerranée, 38, 563.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4405;UPEMOL2002naGreece5708;2002;NA;NA;Crete;Greece;35.321;23.407;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4499;UPEMOL1998naSyria5706;1998;NA;NA;NA;Syria;35.181;35.854;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Saad A., 1998. Feeding diet of Upeneus moluccensis (Blekeer, 1885), (Mullidae), Indo-Pacific species from the coastal waters of Syria (east Mediterranean Sea). Lebanese Science Bulletin. Batroun, 11(1), 67-74.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4615;UPEMOL1947naGreece5678;1947;NA;NA;Rhodes;Greece;36.138;28.139;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Serbetis C., 1947. The appearance of a new fish (Mulloides flavolineatus) in the Mediteranean Sea at Dodecanese area. Prakt. Acad. Athens, 22, 209.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4642;UPEM0L201312Egypt5724;2013;12;NA;Marina El Alamein;Egypt;30.8279;29.006933;3;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Sghaier Y.R., Zakhama-Sraieb R., Hmida A.B. & Charfi F., 2019. An inventory of non-indigenous species (NIS) inside and outside three tourist marinas from the southern Mediterranean coast. Journal of the Black Sea / Mediterranean Environment, 25(1), 29-48.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4776;UPEMOL1970naLibya5683;1970;NA;NA;NA;Libya;32.132;19.963;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Stirn J., 1970. Some note on western trends of Lessepsian migration. Journées Ichthyologiques, Rome, 30 Nov-1 Dec, CIESM, Mónaco, 187-190.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4838;UPEMOL1994naTurkey5698;1994;NA;NA;Antalya Bay ;Turkey;36.852;30.721;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4844;UPEMOL1994naTurkey5696;1994;NA;NA;Fethiye ;Turkey;36.632;29.064;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4846;UPEMOL1994naTurkey5699;1994;NA;NA;Gökova Bay;Turkey;36.991;28.116;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4851;UPEMOL1994naTurkey5695;1994;NA;NA;Iskenderun Bay;Turkey;36.581;36.111;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4867;UPEMOL1994naTurkey5697;1994;NA;NA;Mersin Bay;Turkey;36.768;34.687;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
4871;UPEMOL1994naTurkey5700;1994;NA;NA;Tasucu;Turkey;36.507;34.281;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Upeneus-moluccensis.html
5068;UPEMOL1995naGreece5701;1995;NA;NA;Kalymnos ;Greece;36.919;26.816;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;Zenetos A., Vassilopoulou V., Salomidi M. & Poursanidis D., 2008. Additions to the marine alien fauna of Greek waters (2007 update). Marine Biodiversity Records [online publication], 1, e91. https://doi.org/10.1017/S1755267207009281;https://www.fishbase.de/summary/Upeneus-moluccensis.html
5069;UPEMOL1996naGreece5703;1996;NA;NA;Kos Island;Greece;36.771;27.273;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;Zenetos A., Vassilopoulou V., Salomidi M. & Poursanidis D., 2008. Additions to the marine alien fauna of Greek waters (2007 update). Marine Biodiversity Records [online publication], 1, e91. https://doi.org/10.1017/S1755267207009281;https://www.fishbase.de/summary/Upeneus-moluccensis.html
5071;UPEMOL19965Greece5702;1996;5;NA;Sikinos Island, Cyclades;Greece;36.586;25.143;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus moluccensis;(Bleeker, 1855);Upeneus moluccensis;urn:lsid:marinespecies.org:taxname:126989;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Zenetos A., Vassilopoulou V., Salomidi M. & Poursanidis D., 2008. Additions to the marine alien fauna of Greek waters (2007 update). Marine Biodiversity Records [online publication], 1, e91. https://doi.org/10.1017/S1755267207009281;https://www.fishbase.de/summary/Upeneus-moluccensis.html
25;UPEPOR2017naPalestine5780;2017;NA;NA;Gaza fish market;Palestine;31.531509;34.410088;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Abu Amra H.E., 2018. A Survey of Marine Bony Fishes of the Gaza Strip, Palestine. Doctoral dissertation.;https://www.fishbase.de/summary/Upeneus-pori.html
43;UPEPOR2005naTurkey5755;2005;NA;NA;Gökova Bay;Turkey;36.892;27.713;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;3;individuals;Indo-Pacific Ocean;Established;Common;Akyol O., Unal V. & Ceyhan T. , 2006. Occurrence of two Lessepsian migrant fish, Oxyurichthys petersi (Gobiidae) and Upeneus pori (Mullidae), from the Aegean Sea. Cybium: International Journal of Ichthyology, 30(4), 389-390. https://doi.org/10.26028/cybium/2006-304-016 ;https://www.fishbase.de/summary/Upeneus-pori.html
137;UPEPOR20105Tunisia5766;2010;5;NA;Bizerte, Lagoon;Tunisia;37.201;9.885;7;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Azzouz K., Mansour S. & Boumaiza M., 2010. Occurrence of the Por's Goatfish Upeneus pori (Osteichthyes: Mullidae) in the lagoon of Bizerte (Northern Tunisia, Central Mediterranean). Annales: Series Historia Naturalis, 20, 29-32.;https://www.fishbase.de/summary/Upeneus-pori.html
365;UPEPOR1972naEgypt5734;1972;NA;NA;NA;Egypt;31.399;32.029;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Bayoumi A.R, 1972. Recent biological investigations in the Red Sea along the A.R.E. coasts. On some demersal fishes of economic importance from the Red Sea with notes on migration of fish through the Suez Canal. Bulletin of the National Institute of Oceanography & Fisheries, 2, 159-183.;https://www.fishbase.de/summary/Upeneus-pori.html
385;UPEPOR2003naTunisia5752;2003;NA;NA;Gabès Gulf, Bahiret El Biban Lagoon;Tunisia;33.255;11.309;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Ben Souissi J., Mejri H., Zaouali J. & Capape C., 2005. On the occurrence of the Por's goatfish, Upeneus pori (Mullidae) in southern Tunisia (central Mediterranean). Cybium: International Journal of Ichthyology, 29(4), 410-412.;https://www.fishbase.de/summary/Upeneus-pori.html
409;UPEPOR2005naLibya5756;2005;NA;NA;NA;Libya;32.132;19.963;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Ben-Abdallah A.R., Alturky A.A. & Fituri A.A., 2005. Records of exotic fishes in the Libyan coast. Libyan Journal of Marine Science, 10, 1-14.;https://www.fishbase.de/summary/Upeneus-pori.html
422;UPEPOR1943naIsrael5732;1943;NA;NA;NA;Israel;31.921;34.612;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Ben-Tuvia A., 1953. New Erythrean fishes from the Mediterranean coast of Israel. Nature, 172, 464-465. https://doi.org/10.1038/172464b0;https://www.fishbase.de/summary/Upeneus-pori.html
669;UPEPOR2008naLebanon5759;2008;NA;NA;Tyre Harbour;Lebanon;33.274464;35.195926;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Carpentieri P., Lelli S., Colloca F., Mohanna C., Bartolino V., Moubayed S. & Ardizzone G.D., 2008. Incidence of lessepsian migrants on landings of the artisanal fishery of South Lebanon. Marine Biodiversity Records, 2, e71. https://doi.org/10.1017/S1755267209000645;https://www.fishbase.de/summary/Upeneus-pori.html
714;UPEPOR20032Greece5751;2003;2;NA;Rhodes, Ialissos, Trianda Bay;Greece;36.431;28.179;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;12;individuals;Indo-Pacific Ocean;Established;Common;Corsini-Foka M., Margies P., Kondilatos G. & Economidis P.S., 2005. Lessepsian migration of fishes to the Aegean Sea: First record of Tylerius spinosissimus (Tetraodontidae) from the Mediterranean, and six more fish records from Rhodes. Cybium: International Journal of Ichthyology, 29(4), 347-354. https://doi.org/10.26028/cybium/2005-294-005;https://www.fishbase.de/summary/Upeneus-pori.html
735;UPEPOR20144Greece5771;2014;4;NA;Karakonero, Rhodes;Greece;36.385;28.247;30;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Corsini-Foka M., Zenetos A., Crocetta F., Cinar M.E., Kocak F. & Golani D. et al., 2015. Inventory of alien and cryptogenic species of the Dodecanese (Aegean Sea, Greece): collaboration through COST action training school. Management of Biological Invasions, 6, 351-366. https://doi.org/10.3391/mbi.2015.6.4.04;https://www.fishbase.de/summary/Upeneus-pori.html
913;UPEPOR20175Italy5778;2017;5;NA;Catania, Sicily;Italy;37.471;15.086;8;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;Deidun A., Zava B., Insacco G. & Corsini-Foka M., 2018. First record of the Por's goatfish Upeneus pori (Actinopterygii: Perciformes: Mullidae) from Italian waters (western Ionian Sea). Acta Ichthyologica et Piscatoria, 48(1), 93-97. https://doi.org/10.3750/AIEP/02269;https://www.fishbase.de/summary/Upeneus-pori.html
914;UPEPOR20175Italy5779;2017;5;NA;Catania, Sicily;Italy;37.471;15.087;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;Deidun A., Zava B., Insacco G. & Corsini-Foka M., 2018. First record of the Por's goatfish Upeneus pori (Actinopterygii: Perciformes: Mullidae) from Italian waters (western Ionian Sea). Acta Ichthyologica et Piscatoria, 48(1), 93-97. https://doi.org/10.3750/AIEP/02269;https://www.fishbase.de/summary/Upeneus-pori.html
1309;UPEPOR1994naLibya5747;1994;NA;NA;NA;Libya;32.132;19.963;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;El-Sayed R.S., 1994. Check-list of Egyptian Mediterranean fishes. National Institute of Oceanography and Fisheries, Alexandria, Egypt, 77.;https://www.fishbase.de/summary/Upeneus-pori.html
1398;UPEPOR2008naTurkey5758;2008;NA;NA;Iskenderun Bay;Turkey;36.671;35.93;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;210;individuals;Indo-Pacific Ocean;Established;Common;Ergüden D., Turan C. & Gürlek M., 2009. Weight-length relationships for 20 Lessepsian fish species caught by bottom trawl on the coast of Iskenderun Bay (NE Mediterranean Sea, Turkey). Journal of  Applied Ichthyology, 25, 133-145. https://doi.org/10.1111/j.1439-0426.2008.01198.x;https://www.fishbase.de/summary/Upeneus-pori.html
1509;UPEPOR1963naLebanon5733;1963;NA;NA;Southern coast of Sicily;Lebanon;33.905;35.444;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;George C.J. & Athanassiou V.A., 1967. A two year study of the fishes appearing in the seine fishery of St.George Bay, Lebanon. Annali Del Museo Civico Di Storia Naturale Di Genova, 76, 237-294.;https://www.fishbase.de/summary/Upeneus-pori.html
1518;UPEPOR201211Italy5769;2012;11;NA;Lampedusa island, Pelagie Islands, Sicily;Italy;35.2;12.2;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;Geraci M.L., Scannella D., Falsone F., Colloca F. Vitale S., Rizzo P. et al., 2018. Preliminary study on the biological traits of the Por’s goatfish Upeneus pori (Chordata: Actinopterygii) off the southern coast of Lampedusa Island (Central Mediterranean). The European Zoological Journal, 85(1), 232-242. https://doi.org/10.1080/24750263.2018.1464218;https://www.fishbase.de/summary/Upeneus-pori.html
1519;UPEPOR201411Italy5773;2014;11;NA;Lampedusa island, Pelagie Islands, Sicily;Italy;35.14;12.05;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;9;individuals;Indo-Pacific Ocean;Established;Common;Geraci M.L., Scannella D., Falsone F., Colloca F. Vitale S., Rizzo P. et al., 2018. Preliminary study on the biological traits of the Por’s goatfish Upeneus pori (Chordata: Actinopterygii) off the southern coast of Lampedusa Island (Central Mediterranean). The European Zoological Journal, 85(1), 232-242. https://doi.org/10.1080/24750263.2018.1464218;https://www.fishbase.de/summary/Upeneus-pori.html
1520;UPEPOR201511Italy5776;2015;11;NA;Lampedusa island, Pelagie Islands, Sicily;Italy;35.05;13.05;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;31;individuals;Indo-Pacific Ocean;Established;Common;Geraci M.L., Scannella D., Falsone F., Colloca F. Vitale S., Rizzo P. et al., 2018. Preliminary study on the biological traits of the Por’s goatfish Upeneus pori (Chordata: Actinopterygii) off the southern coast of Lampedusa Island (Central Mediterranean). The European Zoological Journal, 85(1), 232-242. https://doi.org/10.1080/24750263.2018.1464218;https://www.fishbase.de/summary/Upeneus-pori.html
1521;UPEPOR201611Italy5777;2016;11;NA;Lampedusa island, Pelagie Islands, Sicily;Italy;35.1;12.22;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;64;individuals;Indo-Pacific Ocean;Established;Common;Geraci M.L., Scannella D., Falsone F., Colloca F. Vitale S., Rizzo P. et al., 2018. Preliminary study on the biological traits of the Por’s goatfish Upeneus pori (Chordata: Actinopterygii) off the southern coast of Lampedusa Island (Central Mediterranean). The European Zoological Journal, 85(1), 232-242. https://doi.org/10.1080/24750263.2018.1464218;https://www.fishbase.de/summary/Upeneus-pori.html
1676;UPEPOR1984naIsrael5738;1984;NA;NA;NA;Israel;32.076;34.732;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Golani D., 1994. Niche separation between colonizing and indigenous goatfish (Mullidae) along the Mediterranean coast of Israel. Journal of Fish Biology, 45(3), 503-513. https://doi.org/10.1111/j.1095-8649.1994.tb01332.x;https://www.fishbase.de/summary/Upeneus-pori.html
1677;UPEPOR1985naIsrael5742;1985;NA;NA;NA;Israel;32.076;34.732;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Golani D., 1994. Niche separation between colonizing and indigenous goatfish (Mullidae) along the Mediterranean coast of Israel. Journal of Fish Biology, 45(3), 503-513. https://doi.org/10.1111/j.1095-8649.1994.tb01332.x;https://www.fishbase.de/summary/Upeneus-pori.html
1678;UPEPOR1986naIsrael5743;1986;NA;NA;NA;Israel;32.076;34.732;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Golani D., 1994. Niche separation between colonizing and indigenous goatfish (Mullidae) along the Mediterranean coast of Israel. Journal of Fish Biology, 45(3), 503-513. https://doi.org/10.1111/j.1095-8649.1994.tb01332.x;https://www.fishbase.de/summary/Upeneus-pori.html
1748;UPEPOR1983naTurkey5736;1983;NA;NA;Incekum anamur;Turkey;36.212;34.022;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Upeneus-pori.html
1749;UPEPOR1984naTurkey5740;1984;NA;NA;Incekum anamur;Turkey;36.212;34.023;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Upeneus-pori.html
1780;UPEPOR1983naTurkey5735;1983;NA;NA;Iskenderun Bay;Turkey;36.569;35.992;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Upeneus-pori.html
1781;UPEPOR1984naTurkey5739;1984;NA;NA;Iskenderun Bay;Turkey;36.569;35.992;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Upeneus-pori.html
1782;UPEPOR1989naTurkey5744;1989;NA;NA;Iskenderun Bay;Turkey;36.569;35.992;NA;Teleostei;Mulliformes;Mullidae;Upeneus;Upeneus pori;Ben-Tuvia & Golani, 1989;Upeneus pori;urn:lsid:marinespecies.org:taxname:273671;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Upeneus-pori.html
