catalogNumber;occurrenceID;year;month;eventRemarks;verbatimLocality;country;decimalLatitude;decimalLongitude;depth;class;order;family;genus;scientificName;scientificNameAuthorship;acceptedNameUsage;acceptedNameUsageID;taxonRank;occurrenceRemarks;organismQuantity;organismQuantityType;nativeSeaArea;degreeOfEstablishment;distributionStatus;associatedReferences;references
81;ABLHIA20192Syria2;2019;2;NA;Marine waters facing Banyas city;Syria;35.24308611;35.92015556;NA;Teleostei;Beloniformes;Belonidae;Ablennes;Ablennes hians;(Valenciennes, 1846);Ablennes hians;urn:lsid:marinespecies.org:taxname:159246;species;none;2;individuals;Indo-Pacific Ocean;Established;Rare;Alshawy F., Ibrahim A., Hussein C., & Lahlah M., 2019. First record of the flat needlefish Ablennes hians (Valenciennes, 1846) from Syrian marine waters (eastern Mediterranean). Marine Biodiversity Records, 12(1), 12-15. https://doi.org/10.1186/s41200-019-0174-5;https://www.fishbase.de/summary/Ablennes-hians.html
765;ABLHIA20214Lebanon5825;2021;4;NA;Tyre;Lebanon;33.26437;35.197381;NA;Teleostei;Beloniformes;Belonidae;Ablennes;Ablennes hians;(Valenciennes, 1846);Ablennes hians;urn:lsid:marinespecies.org:taxname:159246;species;none;3;individuals;Indo-Pacific Ocean;Established;Rare;Crocetta F. et al., 2021. New Alien Mediterranean Biodiversity Records (November 2021). Mediterranean Marine Science, 22 (3), 724-746. https://doi.org/10.12681/mms.26668;https://www.fishbase.de/summary/Ablennes-hians.html
1691;ABLHIA20189Israel1;2018;9;NA;Netanya, North of Tel Aviv;Israel;32.286;34.785;25;Teleostei;Beloniformes;Belonidae;Ablennes;Ablennes hians;(Valenciennes, 1846);Ablennes hians;urn:lsid:marinespecies.org:taxname:159246;species;First record ;1;individuals;Indo-Pacific Ocean;Established;Rare;Golani D., 2019. First record of the flat needlefish Ablennes hians (Valenciennes, 1846) in the Mediterranean Sea (Osteichthyes, Beloniformes, Belonidae). BioInvasion Records, 8, 410-412. https://doi.org/10.1186/s41200-019-0174-5;https://www.fishbase.de/summary/Ablennes-hians.html
891;ABUHOE20164Malta32;2016;4;NA;NA;Malta;35.919;14.512;NA;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Abudefduf;Abudefduf hoefleri;(Steindachner, 1881);Abudefduf hoefleri;urn:lsid:marinespecies.org:taxname:273699;species;none;several;individuals;Tropical Atlantic;Casual;NA;Deidun A., Castriota L., Falautano M., Valenzia A., Role T. & Sciberras A., 2016. Further evidence of the Atlantic presence in the central Mediterranean of Acanthurus monroviae and of Abudefduf hoefleri within Maltese coastal waters. Proceedings of the 51st European Marine Biology Symposium, Rhodes, Rhodes Palace Hotel, 26-30 September 2016, 76.;https://www.fishbase.de/summary/Abudefduf-hoefleri.html
4940;ABUHOE20141Malta31;2014;1;NA;Delimara;Malta;35.83513804;14.56300869;5;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Abudefduf;Abudefduf hoefleri;(Steindachner, 1881);Abudefduf hoefleri;urn:lsid:marinespecies.org:taxname:273699;species;First record ;1;individuals;Tropical Atlantic;Casual;NA;Vella A., Vella N. & Darmanin S.A., 2016. The first record of the African Sergeant, Abudefduf hoefleri (Perciformes: Pomacentridae), in the Mediterranean Sea. Marine Biodiversity Records, 9, 1-5. https://doi.org/10.1186/s41200-016-0008-7 ;https://www.fishbase.de/summary/Abudefduf-hoefleri.html
4881;ABUSAX20131Israel33;2013;1;NA;Sdot-Yam;Israel;32.493;34.887;1.5;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Abudefduf;Abudefduf saxatilis;(Linnaeus, 1758);Abudefduf saxatilis;urn:lsid:marinespecies.org:taxname:159288;species;First record ;10;individuals;Tropical Atlantic;Established;Rare;Tsadok R., Rubin-Blum M., Shemesh E. & Tchernov D., 2015. On the occurrence and identification of Abudefduf saxatilis (Linnaeus, 1758) in the easternmost Mediterranean Sea. Aquatic Invasions, 10, 101-105. http://dx.doi.org/10.3391/ai.2015.10.1.10;https://www.fishbase.de/summary/Abudefduf-saxatilis.html
1577;ABUSEX20178Greece34;2017;8;NA;Sounio;Greece;37.677306;24.055472;2;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Abudefduf;Abudefduf sexfasciatus;(Lacepède, 1801);Abudefduf sexfasciatus;urn:lsid:marinespecies.org:taxname:159289;species;First record ;1;individuals;Indo-Pacific Ocean;Casual;NA;Giovos I., Bernardi G., Romanidis-Kyriakidis G., Marmara D. & Kleitou P., 2018. First records of the fish Abudefduf sexfasciatus (Lacepède, 1801) and Acanthurus sohal (Forsskål, 1775) in the Mediterranean Sea.. BioInvasion Records, 7(2), 205-210. https://doi.org/10.3391/bir.2018.7.2.14;https://www.fishbase.de/summary/Abudefduf-sexfasciatus.html
356;ABUVAI2013naLebanon35;2013;NA;NA;NA;Lebanon;33.907578;35.512876;NA;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Abudefduf;Abudefduf vaigiensis;(Quoy & Gaimard, 1825);Abudefduf vaigiensis;urn:lsid:marinespecies.org:taxname:212879;species;First record ;1;individuals;Indo-Pacific Ocean;Established;Common;Bariche M., Torres M., Smith C., Sayar N., Azzurro E., Baker R. & Bernardi G., 2015. Red Sea fishes in the Mediterranean Sea: a preliminary investigation of a biological invasion using DNA barcoding.  Journal of Biogeography, 42(12), 2363-2373. https://doi.org/10.1111/jbi.12595;https://www.fishbase.de/summary/Abudefduf-vaigiensis.html
4339;ABUVAI20198Libya36;2019;8;NA;Ibn-Habi;Libya;32.8539;13.0543;2;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Abudefduf;Abudefduf vaigiensis;(Quoy & Gaimard, 1825);Abudefduf vaigiensis;urn:lsid:marinespecies.org:taxname:212879;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Osca D., Tanduo V., Tiralongo F., Giovos I., Almabruk S. A., Crocetta F. & Rizgalla, J., 2020. The Indo-Pacific Sergeant Abudefduf vaigiensis (Quoy & Gaimard, 1825)(Perciformes: Pomacentridae) in Libya, South-Central Mediterranean Sea. Journal of Marine Science and Engineering, 8(1), 14-23.;https://www.fishbase.de/summary/Abudefduf-vaigiensis.html
58;ACABIF202011Egypt5837;2020;11;NA;east of Alexandria;Egypt;31.3044;30.0235;44654;Teleostei;Eupercaria incertae sedis;Sparidae;Acanthopagrus;Acanthopagrus bifasciatus;(Forsskål, 1775);Acanthopagrus bifasciatus;urn:lsid:marinespecies.org:taxname:218589;species;none;1;individuals;Indo-Pacific Ocean;Casual;NA;Al Mabruk S.A., Zava B., Nour O.M., Foka M.C., Deidun A., 2021. Record of Terapon jarbua (Forsskål, 1775) (Terapontidae) and Acanthopagrus bifasciatus (Forsskål, 1775) (Sparidae) in the Egyptian Mediterranean waters. BioInvasions Records, 10(3), 710-720. https://doi.org/10.3391/bir.2021.10.3.21;https://www.fishbase.de/summary/Acanthopagrus-bifasciatus.html
404;ACABIF20109Tunisia37;2010;9;NA;Zembra Island, Special Protected Area;Tunisia;37.141;10.794;18;Teleostei;Eupercaria incertae sedis;Sparidae;Acanthopagrus;Acanthopagrus bifasciatus;(Forsskål, 1775);Acanthopagrus bifasciatus;urn:lsid:marinespecies.org:taxname:218589;species;First record ;1;individuals;Indo-Pacific Ocean;Casual;NA;Ben Soussi J., Rifi M., Ghanem R., Boughedir W., Capapé C. & Azzurro E., 2014. First record of the twobar sea bream Acanthopagrus bifasciatus (Teleostei: Sparidae) in the Mediterranean Sea. Mediterranean Marine Science, 15, 437-439. https://doi.org/10.12681/mms.774;https://www.fishbase.de/summary/Acanthopagrus-bifasciatus.html
1493;ACABIF201911Spain39;2019;11;NA;Barcelona Harbour;Spain;41.3475;2.17055;10;Teleostei;Eupercaria incertae sedis;Sparidae;Acanthopagrus;Acanthopagrus bifasciatus;(Forsskål, 1775);Acanthopagrus bifasciatus;urn:lsid:marinespecies.org:taxname:218589;species;none;1;individuals;Indo-Pacific Ocean;Casual;NA;García-de-Vinuesa A. Antoni L. & Azzurro E., 2019. The twobar seabream, Acanthopagrus bifasciatus (Teleostei: Sparidae), in the western Mediterranean Sea: a likely ship-borne introduction. BioInvasion Records, 9(3), 570-573. http://doi.org/10.3391/bir.2020.9.3.12;https://www.fishbase.de/summary/Acanthopagrus-bifasciatus.html
2960;ACABIF2018naTunisia38;2018;NA;NA;NA;Tunisia;37.121424;10.785882;NA;Teleostei;Eupercaria incertae sedis;Sparidae;Acanthopagrus;Acanthopagrus bifasciatus;(Forsskål, 1775);Acanthopagrus bifasciatus;urn:lsid:marinespecies.org:taxname:218589;species;none;NA;individuals;Indo-Pacific Ocean;Casual;NA;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Acanthopagrus-bifasciatus.html
4462;ACAPOL20208Lebanon40;2020;8;NA;Saida, South Lebanon;Lebanon;33.334911;35.213408;60;Teleostei;Tetraodontiformes;Ostraciidae;Acanthostracion;Acanthostracion polygonius;(Poey, 1876);Acanthostracion polygonium;urn:lsid:marinespecies.org:taxname:1577312;species;First record ;1;individuals;Tropical Atlantic;Casual;NA;Ragkousis M., Abdelali N., Azzurro E., Badreddine A., Bariche M., Bitar G. et al., 2020. New Alien Mediterranean Biodiversity Records (October 2020). Mediterranean Marine Science, 21(3), 631-652. https://doi.org/10.12681/mms.23673;https://www.fishbase.de/summary/Acanthostracion-polygonius.html
1410;ACACHI20169Malta43;2016;9;NA;Grand Harbour, Valletta;Malta;35.904;14.523;4;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus chirurgus;(Bloch, 1787);Acanthurus chirurgus;urn:lsid:marinespecies.org:taxname:159580;species;none;1;individuals;Tropical Atlantic;Casual;NA;Evans J., Tonna R. & Schembri P.J., 2017. A bevy of surgeons: first record of Acanthurus chirurgus (Bloch, 1787) from the central Mediterranean, with notes on other Acanthuridae recorded in the region. BioInvasion Records, 6(2), 105-109. https://doi.org/10.3391/bir.2017.6.2.03;https://www.fishbase.de/summary/Acanthurus-chirurgus.html
1411;ACACHI20168Malta42;2016;8;NA;Valletta, Grand Harbour ;Malta;35.904;14.524;4;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus chirurgus;(Bloch, 1787);Acanthurus chirurgus;urn:lsid:marinespecies.org:taxname:159580;species;none;1;individuals;Tropical Atlantic;Casual;NA;Evans J., Tonna R. & Schembri P.J., 2017. A bevy of surgeons: first record of Acanthurus chirurgus (Bloch, 1787) from the central Mediterranean, with notes on other Acanthuridae recorded in the region. BioInvasion Records, 6(2), 105-109. https://doi.org/10.3391/bir.2017.6.2.03;https://www.fishbase.de/summary/Acanthurus-chirurgus.html
3651;ACACHI20127Italy41;2012;7;NA;Picchi di Pablo dive site, near Porto Azzurro, Isola d'Elba;Italy;42.726667;10.434444;5;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus chirurgus;(Bloch, 1787);Acanthurus chirurgus;urn:lsid:marinespecies.org:taxname:159580;species;First record ;1;individuals;Tropical Atlantic;Casual;NA;Langeneck J., Boyer M., De Cecco P.G., Luciani C., Marcelli M. & Vacchi M., 2015. First record of Acanthurus chirurgus (Perciformes: Acanthuridae) in the Mediterranean Sea, with some distributional notes on Mediterranean Acanthuridae. Mediterranean Marine Science, 16(2), 427-431. https://doi.org/10.12681/mms.1239 ;https://www.fishbase.de/summary/Acanthurus-chirurgus.html
1409;ACACOE201310Malta48;2013;10;NA;Marsamxett Harbour;Malta;35.902;14.506;7;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Evans J., Tonna R. & Schembri P.J. , 2015. Portent or accident? Two new records of thermophilic fish from the central Mediterranean. BioInvasion Records, 4(4), 299-304. https://doi.org/10.3391/bir.2015.4.4.12;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
1693;ACACOE201411Israel51;2014;11;NA;Haifa Bay;Israel;32.918;35.065;11;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Golani D., Askarov G. & Appelbaum-Golani B., 2015. First confirm record of the Blue tang, Acanthurus coeruleus in the Mediterranean. Acta Ichthyologica et Piscatoria, 45(3), 311-313. https://doi.org/10.3750/AIP2015.45.3.10;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
3646;ACACOE20141Cyprus50;2014;1;NA;Akrotiri;Cyprus;34.596;32.932;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Boyer M., De Cecco P. G., Luciani C., Marcelli M. & Vacchi M., 2015. First record of Acanthurus chirurgus (Perciformes: Acanthuridae) in the Mediterranean Sea, with some distributional notes on Mediterranean Acanthuridae. Mediterranean Marine Science, 16(2), 427-431. https://doi.org/10.12681/mms.1239 ;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
3647;ACACOE201312Cyprus49;2013;12;NA;Akrotiri;Cyprus;34.568;33.004;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Boyer M., De Cecco P. G., Luciani C., Marcelli M. & Vacchi M., 2015. First record of Acanthurus chirurgus (Perciformes: Acanthuridae) in the Mediterranean Sea, with some distributional notes on Mediterranean Acanthuridae. Mediterranean Marine Science, 16(2), 427-431. https://doi.org/10.12681/mms.1239 ;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
3648;ACACOE201112Cyprus46;2011;12;NA;Mandria, Cyprus;Cyprus;34.697;32.529;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Boyer M., De Cecco P. G., Luciani C., Marcelli M. & Vacchi M., 2015. First record of Acanthurus chirurgus (Perciformes: Acanthuridae) in the Mediterranean Sea, with some distributional notes on Mediterranean Acanthuridae. Mediterranean Marine Science, 16(2), 427-431. https://doi.org/10.12681/mms.1239 ;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
3650;ACACOE20139Cyprus47;2013;9;NA;Pernera;Cyprus;34.984;34.073;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Boyer M., De Cecco P. G., Luciani C., Marcelli M. & Vacchi M., 2015. First record of Acanthurus chirurgus (Perciformes: Acanthuridae) in the Mediterranean Sea, with some distributional notes on Mediterranean Acanthuridae. Mediterranean Marine Science, 16(2), 427-431. https://doi.org/10.12681/mms.1239 ;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
3652;ACACOE201112Cyprus44;2011;12;NA;Ayia Napa, Cyprus;Cyprus;34.986;33.965;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;none;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Marcelli M. & Simak H.C., 2012. Unexpected alien species in Cyprus waters: Acanthurus coeruleus (Actinopterygii:Acanthuridae). Marine Biodiversity Records, 5:e116, 1-3. https://doi.org/10.1017/S1755267212001042;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
3653;ACACOE201112Cyprus45;2011;12;NA;Xilofagou;Cyprus;34.955;33.825;5;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus coeruleus;Bloch & Schneider, 1801;Acanthurus coeruleus;urn:lsid:marinespecies.org:taxname:159581;species;First record ;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Marcelli M. & Simak H.C., 2012. Unexpected alien species in Cyprus waters: Acanthurus coeruleus (Actinopterygii:Acanthuridae). Marine Biodiversity Records, 5:e116, 1-3. https://doi.org/10.1017/S1755267212001042;https://www.fishbase.de/summary/Acanthurus-coeruleus.html
330;ACAMON20196Libya67;2019;6;NA;Al-Khums, Western Lybia;Libya;32.652861;14.275333;10;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Bariche M. et al., 2020. New Alien Mediterranean Biodiversity Records 2020.. Mediterranean Marine Science, 21(1), 129-145. https://doi.org/10.12681/mms.21987;https://www.fishbase.de/summary/Acanthurus-monroviae.html
364;ACAMON2015naGreece58;2015;NA;NA;Salamina Island;Greece;37.959;23.489;10;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Batjakas I.E., Kampouris T.E. & Papadas A., 2015. First Record of the African Surgeonfish Acanthurus monroviae (Osteichthyes: Acanthuridae) In the Hellenic Waters. Journal of Aquaculture & Marine Biology, 2(6), 0047. https://doi.org/10.15406/jamb.2015.02.00047;https://www.fishbase.de/summary/Acanthurus-monroviae.html
380;ACAMON20104Tunisia56;2010;4;NA;Tunis;Tunisia;37.141;10.794;10;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Ben Souissi J., Diatta Y., Lamia Gargouri B.A., Capape C.  & Ben Abdallah L.M., 2011. Occurrence of the Monrovian surgeonfish Acanthurus monroviae (Osteichthyes: Acanthuridae) off the coast of Tunisia (central Mediterranean). Cahiers de Biologie Marine, 52(3), 331-335.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
758;ACAMON19813Spain52;1981;3;NA;Marbella;Spain;36.481;-4.886;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;First record ;1;individuals;Tropical Atlantic;Established;Rare;Crespo J., Rey J.C., Garcia A., 1987. Primera cita de Acanthurus monroviae Steindachner, 1876 y de Diodon eydouxii Brissout de Barneville, 1846 para la ictiofauna europa. Miscellània Zoològica, 11, 271-275.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
892;ACAMON2016naMalta63;2016;NA;NA;NA;Malta;35.913;14.508;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Deidun A., Castriota L., Falautano M., Valenzia A., Role T. & Sciberras A., 2016. Further evidence of the Atlantic presence in the central Mediterranean of Acanthurus monroviae and of Abudefduf hoefleri within Maltese coastal waters. Proceedings of the 51st European Marine Biology Symposium, Rhodes, Rhodes Palace Hotel, 26-30 September 2016, 76.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
896;ACAMON20177Malta64;2017;7;NA;Dwejra Inland sea, Gozo;Malta;36.0538083;14.1911667;5;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Deidun A., Insacco G., Galdies J., Balistreri P. & Zava B., 2021. Tapping into hard-to-get information: the contribution of citizen science campaigns for updating knowledge on range-expanding, introduced and rare native marine species in the Malta-Sicily Channel. BioInvasion Records, 10, 257-269.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
897;ACAMON20178Malta65;2017;8;NA;Dwejra Inland sea, Gozo;Malta;36.0538083;14.1911667;5;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Deidun A., Insacco G., Galdies J., Balistreri P. & Zava B., 2021. Tapping into hard-to-get information: the contribution of citizen science campaigns for updating knowledge on range-expanding, introduced and rare native marine species in the Malta-Sicily Channel. BioInvasion Records, 10, 257-269.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
904;ACAMON20166Malta60;2016;6;NA;Senglea, Grand harbour;Malta;35.8894389;14.5172278;5;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Deidun A., Insacco G., Galdies J., Balistreri P. & Zava B., 2021. Tapping into hard-to-get information: the contribution of citizen science campaigns for updating knowledge on range-expanding, introduced and rare native marine species in the Malta-Sicily Channel. BioInvasion Records, 10, 257-269.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
909;ACAMON20166Malta61;2016;6;NA;Wied iz-Zurrieq;Malta;35.81795;14.4487806;30;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Deidun A., Insacco G., Galdies J., Balistreri P. & Zava B., 2021. Tapping into hard-to-get information: the contribution of citizen science campaigns for updating knowledge on range-expanding, introduced and rare native marine species in the Malta-Sicily Channel. BioInvasion Records, 10, 257-269.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
910;ACAMON20169Malta62;2016;9;NA;Wied iz-Zurrieq;Malta;35.81925;14.4517528;12;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Deidun A., Insacco G., Galdies J., Balistreri P. & Zava B., 2021. Tapping into hard-to-get information: the contribution of citizen science campaigns for updating knowledge on range-expanding, introduced and rare native marine species in the Malta-Sicily Channel. BioInvasion Records, 10, 257-269.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
1665;ACAMON199411Israel53;1994;11;NA;Haifa ;Israel;32.829;34.955;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Golani D. & Sonin O., 1996. The occurrence of the tropical west African marine fishes Acanthurus monroviae (Acanthuridae) and Arius parkii (Ariidae) in the Levant. Aqua, International Journal of Ichthyology, 2, 1-3.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
1879;ACAMON200112Algeria54;2001;12;NA;Ain Banian, 15 km West of Algeri;Algeria;36.773;2.866;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Hemida F., Diatta Y., Golani D., Ben Souissi J., Guélorget O. & Capapé C., 2004. On the occurrence of the Monrovian surgeonfish, Acanthurus monroviae Steindachner, 1876 (Osteichthyes: Acanthuridae) off the coast of Algeria (southern Mediterranean). Acta Adriatica, 42, 181-185.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
1880;ACAMON20028Algeria55;2002;8;NA;Algeri, Sidi Fredj;Algeria;36.719;2.812;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Hemida F., Diatta Y., Golani D., Ben Souissi J., Guélorget O. & Capapé C., 2004. On the occurrence of the Monrovian surgeonfish, Acanthurus monroviae Steindachner, 1876 (Osteichthyes: Acanthuridae) off the coast of Algeria (southern Mediterranean). Acta Adriatica, 42, 181-185.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
3649;ACAMON20139Malta57;2013;9;NA;NA;Malta;35.854;14.594;10;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Langeneck J., Boyer M., De Cecco P. G., Luciani C., Marcelli M. & Vacchi M., 2015. First record of Acanthurus chirurgus (Perciformes: Acanthuridae) in the Mediterranean Sea, with some distributional notes on Mediterranean Acanthuridae. Mediterranean Marine Science, 16(2), 427-431. https://doi.org/10.12681/mms.1239 ;https://www.fishbase.de/summary/Acanthurus-monroviae.html
4457;ACAMON20196Lebanon66;2019;6;NA;Batroun;Lebanon;34.25;35.66;5;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Ragkousis M., Abdelali N., Azzurro E., Badreddine A., Bariche M., Bitar G. et al., 2020. New Alien Mediterranean Biodiversity Records (October 2020). Mediterranean Marine Science, 21(3), 631-652. https://doi.org/10.12681/mms.23673;https://www.fishbase.de/summary/Acanthurus-monroviae.html
4936;ACAMON20164Portugal59;2016;4;NA;Olhos d'Aqua;Portugal;37.085;8.19;NA;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus monroviae;Steindachner, 1876;Acanthurus monroviae;urn:lsid:marinespecies.org:taxname:126750;species;none;1;individuals;Tropical Atlantic;Established;Rare;Vasconcelos P., Carvalho A. N., Moura P., Ramos J. & Gaspar M. B., 2018. First record of Acanthurus monroviae (Osteichthyes:Perciformes: Acanthuridae) in southern Portugal, with notes on its recent distributional spread in the northeastern Atlantic and Mediterranean. Marine Biodiversity, 48, 1673-1681.;https://www.fishbase.de/summary/Acanthurus-monroviae.html
352;ACASOH201811Palestine69;2018;11;NA;Gaza city;Palestine;31.52638889;34.42527778;3;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus sohal;(Forsskål, 1775);Acanthurus sohal;urn:lsid:marinespecies.org:taxname:219649;species;none;1;individuals;Indo-Pacific Ocean;Casual;NA;Bariche M., Sayar N. & Balisteri P., 2019. Records of two non-indigenous fish species Synanceia verrucosa Bloch and Schneider, 1801 and Acanthurus sohal (Forsskål, 1775) from the Gaza strip (eastern Mediterranean Sea). BioInvasion records, 8, 699-705. https://doi.org/10. 3391/bir.2019.8.3.27;https://www.fishbase.de/summary/Acanthurus-sohal.html
